exchange_symbol,instrument_name,instrument_country_id,underlying_name,underlying_asset_class_id,type,face_value,settlement_days,coupon,day_counter,first_auction_date,issue_date,effective_date,maturity_date,period,redemption,settle_start,settle_end,settle_timezone,quote_currency_id,multiplier,tick_size,start_date,end_date,exchange_info,parent_calendar_id,child_calendar_id
912796SR1,B 05/21/2020,US,B 05/21/2020,2.0,BILL,100,1,0.0,Act/360,2019-05-21,2019-05-23,,2020-05-21,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-05-22,2020-03-30,USBOND,USBOND,
912796VM8,B 07/23/2019,US,B 07/23/2019,2.0,BILL,100,1,0.0,Act/360,2019-05-23,2019-05-28,,2019-07-23,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-05-24,2019-07-22,USBOND,USBOND,
912796SU4,B 11/29/2019,US,B 11/29/2019,2.0,BILL,100,1,0.0,Act/360,2019-05-28,2019-05-30,,2019-11-29,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-05-29,2019-11-27,USBOND,USBOND,
912796VN6,B 07/30/2019,US,B 07/30/2019,2.0,BILL,100,1,0.0,Act/360,2019-05-30,2019-06-04,,2019-07-30,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-05-31,2019-07-29,USBOND,USBOND,
912796VP1,B 08/06/2019,US,B 08/06/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-06,2019-06-11,,2019-08-06,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-07,2019-08-05,USBOND,USBOND,
912796SW0,B 12/12/2019,US,B 12/12/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-10,2019-06-13,,2019-12-12,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-11,2019-12-11,USBOND,USBOND,
912796VQ9,B 08/13/2019,US,B 08/13/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-13,2019-06-18,,2019-08-13,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-14,2019-08-12,USBOND,USBOND,
912796SX8,B 12/19/2019,US,B 12/19/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-17,2019-06-20,,2019-12-19,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-18,2019-12-18,USBOND,USBOND,
912796SV2,B 06/18/2020,US,B 06/18/2020,2.0,BILL,100,1,0.0,Act/360,2019-06-18,2019-06-20,,2020-06-18,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-19,2020-03-30,USBOND,USBOND,
912796VR7,B 08/20/2019,US,B 08/20/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-20,2019-06-25,,2019-08-20,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-21,2019-08-19,USBOND,USBOND,
912796SY6,B 12/26/2019,US,B 12/26/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-24,2019-06-27,,2019-12-26,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-25,2019-12-24,USBOND,USBOND,
912796VS5,B 08/27/2019,US,B 08/27/2019,2.0,BILL,100,1,0.0,Act/360,2019-06-27,2019-07-02,,2019-08-27,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-06-28,2019-08-26,USBOND,USBOND,
912796VT3,B 09/03/2019,US,B 09/03/2019,2.0,BILL,100,1,0.0,Act/360,2019-07-03,2019-07-09,,2019-09-03,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-05,2019-08-30,USBOND,USBOND,
912796TA7,B 01/09/2020,US,B 01/09/2020,2.0,BILL,100,1,0.0,Act/360,2019-07-08,2019-07-11,,2020-01-09,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-09,2020-01-08,USBOND,USBOND,
912796VU0,B 09/10/2019,US,B 09/10/2019,2.0,BILL,100,1,0.0,Act/360,2019-07-11,2019-07-16,,2019-09-10,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-12,2019-09-09,USBOND,USBOND,
912796TB5,B 01/16/2020,US,B 01/16/2020,2.0,BILL,100,1,0.0,Act/360,2019-07-15,2019-07-18,,2020-01-16,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-16,2020-01-15,USBOND,USBOND,
912796SZ3,B 07/16/2020,US,B 07/16/2020,2.0,BILL,100,1,0.0,Act/360,2019-07-16,2019-07-18,,2020-07-16,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-17,2020-03-30,USBOND,USBOND,
912796VV8,B 09/17/2019,US,B 09/17/2019,2.0,BILL,100,1,0.0,Act/360,2019-07-18,2019-07-23,,2019-09-17,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-19,2019-09-16,USBOND,USBOND,
912796TC3,B 01/23/2020,US,B 01/23/2020,2.0,BILL,100,1,0.0,Act/360,2019-07-22,2019-07-25,,2020-01-23,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-23,2020-01-22,USBOND,USBOND,
912796VW6,B 09/24/2019,US,B 09/24/2019,2.0,BILL,100,1,0.0,Act/360,2019-07-25,2019-07-30,,2019-09-24,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-07-26,2019-09-23,USBOND,USBOND,
912796VX4,B 10/01/2019,US,B 10/01/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-01,2019-08-06,,2019-10-01,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-02,2019-09-30,USBOND,USBOND,
912796XK0,B 09/16/2019,US,B 09/16/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-01,2019-08-02,,2019-09-16,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-02,2019-09-13,USBOND,USBOND,
912796TE9,B 02/06/2020,US,B 02/06/2020,2.0,BILL,100,1,0.0,Act/360,2019-08-05,2019-08-08,,2020-02-06,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-06,2020-02-05,USBOND,USBOND,
912796VY2,B 10/08/2019,US,B 10/08/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-08,2019-08-13,,2019-10-08,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-09,2019-10-07,USBOND,USBOND,
912796TF6,B 02/13/2020,US,B 02/13/2020,2.0,BILL,100,1,0.0,Act/360,2019-08-12,2019-08-15,,2020-02-13,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-13,2020-02-12,USBOND,USBOND,
912796TD1,B 08/13/2020,US,B 08/13/2020,2.0,BILL,100,1,0.0,Act/360,2019-08-13,2019-08-15,,2020-08-13,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-14,2020-03-30,USBOND,USBOND,
912796VZ9,B 10/15/2019,US,B 10/15/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-15,2019-08-20,,2019-10-15,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-16,2019-10-11,USBOND,USBOND,
912796TG4,B 02/20/2020,US,B 02/20/2020,2.0,BILL,100,1,0.0,Act/360,2019-08-19,2019-08-22,,2020-02-20,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-20,2020-02-19,USBOND,USBOND,
912796WA3,B 10/22/2019,US,B 10/22/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-22,2019-08-27,,2019-10-22,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-23,2019-10-21,USBOND,USBOND,
912796WB1,B 10/29/2019,US,B 10/29/2019,2.0,BILL,100,1,0.0,Act/360,2019-08-29,2019-09-03,,2019-10-29,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-08-30,2019-10-28,USBOND,USBOND,
912796TH2,B 03/05/2020,US,B 03/05/2020,2.0,BILL,100,1,0.0,Act/360,2019-09-03,2019-09-05,,2020-03-05,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-04,2020-03-02,USBOND,USBOND,
912796WC9,B 11/05/2019,US,B 11/05/2019,2.0,BILL,100,1,0.0,Act/360,2019-09-05,2019-09-10,,2019-11-05,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-06,2019-11-04,USBOND,USBOND,
912796TK5,B 03/12/2020,US,B 03/12/2020,2.0,BILL,100,1,0.0,Act/360,2019-09-09,2019-09-12,,2020-03-12,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-10,2020-03-02,USBOND,USBOND,
912796TJ8,B 09/10/2020,US,B 09/10/2020,2.0,BILL,100,1,0.0,Act/360,2019-09-10,2019-09-12,,2020-09-10,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-11,2020-03-30,USBOND,USBOND,
912796WD7,B 11/12/2019,US,B 11/12/2019,2.0,BILL,100,1,0.0,Act/360,2019-09-12,2019-09-17,,2019-11-12,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-13,2019-11-07,USBOND,USBOND,
912796TL3,B 03/19/2020,US,B 03/19/2020,2.0,BILL,100,1,0.0,Act/360,2019-09-16,2019-09-19,,2020-03-19,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-17,2020-03-18,USBOND,USBOND,
912796WE5,B 11/19/2019,US,B 11/19/2019,2.0,BILL,100,1,0.0,Act/360,2019-09-19,2019-09-24,,2019-11-19,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-20,2019-11-18,USBOND,USBOND,
912796WF2,B 11/26/2019,US,B 11/26/2019,2.0,BILL,100,1,0.0,Act/360,2019-09-26,2019-10-01,,2019-11-26,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-09-27,2019-11-25,USBOND,USBOND,
912796TM1,B 04/02/2020,US,B 04/02/2020,2.0,BILL,100,1,0.0,Act/360,2019-09-30,2019-10-03,,2020-04-02,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-01,2020-03-30,USBOND,USBOND,
912796WG0,B 12/03/2019,US,B 12/03/2019,2.0,BILL,100,1,0.0,Act/360,2019-10-03,2019-10-08,,2019-12-03,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-04,2019-12-02,USBOND,USBOND,
912796TQ2,B 04/09/2020,US,B 04/09/2020,2.0,BILL,100,1,0.0,Act/360,2019-10-07,2019-10-10,,2020-04-09,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-08,2020-03-30,USBOND,USBOND,
912796TN9,B 10/08/2020,US,B 10/08/2020,2.0,BILL,100,1,0.0,Act/360,2019-10-08,2019-10-10,,2020-10-08,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-09,2020-03-30,USBOND,USBOND,
912796WH8,B 12/10/2019,US,B 12/10/2019,2.0,BILL,100,1,0.0,Act/360,2019-10-10,2019-10-15,,2019-12-10,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-11,2019-12-09,USBOND,USBOND,
912796TR0,B 04/16/2020,US,B 04/16/2020,2.0,BILL,100,1,0.0,Act/360,2019-10-15,2019-10-17,,2020-04-16,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-16,2020-03-30,USBOND,USBOND,
912796WJ4,B 12/17/2019,US,B 12/17/2019,2.0,BILL,100,1,0.0,Act/360,2019-10-17,2019-10-22,,2019-12-17,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-18,2019-12-16,USBOND,USBOND,
912796WK1,B 12/24/2019,US,B 12/24/2019,2.0,BILL,100,1,0.0,Act/360,2019-10-24,2019-10-29,,2019-12-24,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-25,2019-12-23,USBOND,USBOND,
912796TS8,B 04/30/2020,US,B 04/30/2020,2.0,BILL,100,1,0.0,Act/360,2019-10-28,2019-10-31,,2020-04-30,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-10-29,2020-03-30,USBOND,USBOND,
912796WL9,B 12/31/2019,US,B 12/31/2019,2.0,BILL,100,1,0.0,Act/360,2019-10-31,2019-11-05,,2019-12-31,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-01,2019-12-30,USBOND,USBOND,
912796TT6,B 05/07/2020,US,B 05/07/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-04,2019-11-07,,2020-05-07,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-05,2020-03-30,USBOND,USBOND,
912796TP4,B 11/05/2020,US,B 11/05/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-05,2019-11-07,,2020-11-05,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-06,2020-03-30,USBOND,USBOND,
912796WM7,B 01/07/2020,US,B 01/07/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-07,2019-11-12,,2020-01-07,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-08,2020-01-06,USBOND,USBOND,
912796TV1,B 05/14/2020,US,B 05/14/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-12,2019-11-14,,2020-05-14,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-13,2020-03-30,USBOND,USBOND,
912796WN5,B 01/14/2020,US,B 01/14/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-14,2019-11-19,,2020-01-14,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-15,2020-01-13,USBOND,USBOND,
912796WP0,B 01/21/2020,US,B 01/21/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-21,2019-11-26,,2020-01-21,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-22,2020-01-17,USBOND,USBOND,
912796TW9,B 05/28/2020,US,B 05/28/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-25,2019-11-29,,2020-05-28,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-26,2020-03-30,USBOND,USBOND,
912796WQ8,B 01/28/2020,US,B 01/28/2020,2.0,BILL,100,1,0.0,Act/360,2019-11-27,2019-12-03,,2020-01-28,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-11-29,2020-01-27,USBOND,USBOND,
912796TX7,B 06/04/2020,US,B 06/04/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-02,2019-12-05,,2020-06-04,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-03,2020-03-30,USBOND,USBOND,
912796TU3,B 12/03/2020,US,B 12/03/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-03,2019-12-05,,2020-12-03,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-04,2020-03-30,USBOND,USBOND,
912796WR6,B 02/04/2020,US,B 02/04/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-05,2019-12-10,,2020-02-04,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-06,2020-02-03,USBOND,USBOND,
912796TZ2,B 06/11/2020,US,B 06/11/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-09,2019-12-12,,2020-06-11,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-10,2020-03-30,USBOND,USBOND,
912796WS4,B 02/11/2020,US,B 02/11/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-12,2019-12-17,,2020-02-11,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-13,2020-02-10,USBOND,USBOND,
912796WT2,B 02/18/2020,US,B 02/18/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-19,2019-12-24,,2020-02-18,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-20,2020-02-14,USBOND,USBOND,
912796UA5,B 06/25/2020,US,B 06/25/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-23,2019-12-26,,2020-06-25,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-24,2020-03-30,USBOND,USBOND,
912796WU9,B 02/25/2020,US,B 02/25/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-26,2019-12-31,,2020-02-25,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-27,2020-02-24,USBOND,USBOND,
912796UB3,B 07/02/2020,US,B 07/02/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-30,2020-01-02,,2020-07-02,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-31,2020-03-30,USBOND,USBOND,
912796TY5,B 12/31/2020,US,B 12/31/2020,2.0,BILL,100,1,0.0,Act/360,2019-12-30,2020-01-02,,2020-12-31,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2019-12-31,2020-03-30,USBOND,USBOND,
912796WV7,B 03/03/2020,US,B 03/03/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-02,2020-01-07,,2020-03-03,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-03,2020-03-02,USBOND,USBOND,
912796WW5,B 07/09/2020,US,B 07/09/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-06,2020-01-09,,2020-07-09,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-07,2020-03-30,USBOND,USBOND,
912796XA2,B 03/10/2020,US,B 03/10/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-09,2020-01-14,,2020-03-10,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-10,2020-03-02,USBOND,USBOND,
912796XB0,B 03/17/2020,US,B 03/17/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-16,2020-01-21,,2020-03-17,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-17,2020-03-16,USBOND,USBOND,
912796WX3,B 07/23/2020,US,B 07/23/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-21,2020-01-23,,2020-07-23,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-22,2020-03-30,USBOND,USBOND,
912796XC8,B 03/24/2020,US,B 03/24/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-23,2020-01-28,,2020-03-24,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-24,2020-03-23,USBOND,USBOND,
912796WY1,B 07/30/2020,US,B 07/30/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-27,2020-01-30,,2020-07-30,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-28,2020-03-30,USBOND,USBOND,
912796UC1,B 01/28/2021,US,B 01/28/2021,2.0,BILL,100,1,0.0,Act/360,2020-01-28,2020-01-30,,2021-01-28,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-29,2020-03-30,USBOND,USBOND,
912796XD6,B 03/31/2020,US,B 03/31/2020,2.0,BILL,100,1,0.0,Act/360,2020-01-30,2020-02-04,,2020-03-31,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-01-31,2020-03-30,USBOND,USBOND,
912796WZ8,B 08/06/2020,US,B 08/06/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-03,2020-02-06,,2020-08-06,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-04,2020-03-30,USBOND,USBOND,
9127962A6,B 04/07/2020,US,B 04/07/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-06,2020-02-11,,2020-04-07,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-07,2020-03-30,USBOND,USBOND,
9127962B4,B 04/14/2020,US,B 04/14/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-13,2020-02-18,,2020-04-14,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-14,2020-03-30,USBOND,USBOND,
912796XF1,B 08/20/2020,US,B 08/20/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-18,2020-02-20,,2020-08-20,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-19,2020-03-30,USBOND,USBOND,
9127962C2,B 04/21/2020,US,B 04/21/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-20,2020-02-25,,2020-04-21,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-21,2020-03-30,USBOND,USBOND,
912796XG9,B 08/27/2020,US,B 08/27/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-24,2020-02-27,,2020-08-27,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-25,2020-03-30,USBOND,USBOND,
912796XE4,B 02/25/2021,US,B 02/25/2021,2.0,BILL,100,1,0.0,Act/360,2020-02-25,2020-02-27,,2021-02-25,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-26,2020-03-30,USBOND,USBOND,
9127962D0,B 04/28/2020,US,B 04/28/2020,2.0,BILL,100,1,0.0,Act/360,2020-02-27,2020-03-03,,2020-04-28,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-02-28,2020-03-30,USBOND,USBOND,
912796XH7,B 09/03/2020,US,B 09/03/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-02,2020-03-05,,2020-09-03,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-03,2020-03-30,USBOND,USBOND,
9127962K4,B 05/05/2020,US,B 05/05/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-05,2020-03-10,,2020-05-05,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-06,2020-03-30,USBOND,USBOND,
9127962L2,B 05/12/2020,US,B 05/12/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-12,2020-03-17,,2020-05-12,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-13,2020-03-30,USBOND,USBOND,
9127962G3,B 09/17/2020,US,B 09/17/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-16,2020-03-19,,2020-09-17,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-17,2020-03-30,USBOND,USBOND,
9127962M0,B 05/19/2020,US,B 05/19/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-19,2020-03-24,,2020-05-19,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-20,2020-03-30,USBOND,USBOND,
9127962H1,B 09/24/2020,US,B 09/24/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-23,2020-03-26,,2020-09-24,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-24,2020-03-30,USBOND,USBOND,
9127962F5,B 03/25/2021,US,B 03/25/2021,2.0,BILL,100,1,0.0,Act/360,2020-03-24,2020-03-26,,2021-03-25,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-25,2020-03-30,USBOND,USBOND,
9127962N8,B 05/26/2020,US,B 05/26/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-26,2020-03-31,,2020-05-26,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-27,2020-03-30,USBOND,USBOND,
9127962J7,B 10/01/2020,US,B 10/01/2020,2.0,BILL,100,1,0.0,Act/360,2020-03-30,2020-04-02,,2020-10-01,NoFrequency,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-31,2020-03-31,USBOND,USBOND,
912828ZG8,T 03/31/2022,US,T 03/31/2022,2.0,NOTE,100,1,0.375,Act/Act,2020-03-24,2020-03-31,2020-03-31,2022-03-31,Semiannual,100,15:00,15:00,exch,USD,0.01,1e-06,2020-03-25,2020-03-31,USBOND,USBOND,
